id,anger,disgust,fear,joy,sadness,surprise,reasoning
chn_test_track_b_00011,0.0,0.0,0.0,0.0,0.0,1.0,"The text expresses uncertainty and a reconsideration of a previous judgment, suggesting the possibility of misunderstanding the subject. The phrase ""会不会是误会她了"" (could it be that we've misunderstood her) indicates a shift in perspective driven by new information (e.g., claims of apologizing to ""Auntie Jiang"" and cooperating with the police). There is no explicit or implicit evidence of joy, fear, anger, sadness, or disgust. The tone is reflective rather than emotionally charged. The element of **surprise** arises from the reconsideration of the subject’s actions, though the intensity is low, as the text focuses on questioning rather than overt shock."
chn_test_track_b_00012,2.0,0.0,0.0,0.0,0.0,0.0,"The text expresses frustration towards using phones during a solemn ceremony, explicitly stating ""不要什么都拿个手机照"" (""Don't just take pictures with your phone for everything"") and emphasizing the need for ""无尚的尊敬之心"" (""utmost respect""). The imperative tone and disapproval of casual behavior in a serious context indicate **anger** at moderate intensity. The hearts (❤️) reinforce the gravity of respect rather than conveying joy. There is no evidence of fear, sadness, disgust, or surprise. Joy is absent because the focus is on reprimanding, not positivity."
chn_test_track_b_00013,2.0,3.0,0.0,0.0,0.0,0.0,"The text expresses strong contempt and frustration towards critics (""喷子"") who are perceived as ungrateful and hypocritical. Disgust is evident through repeated use of ""超级恶心"" (super disgusting) and the derogatory term ""跟风狗"" (trend-following dogs), indicating **high** intensity. Anger is present due to the accusatory tone (""他们不懂得其中的利害关系"") and insults directed at detractors, but it lacks direct threats, resulting in **moderate** intensity. Fear is implied by referencing ""重蹈刘翔的路"" (repeating Liu Xiang’s path), suggesting concern about historical mistreatment of athletes, but this is framed as criticism rather than personal fear, leading to **none**. No explicit joy, sadness, or surprise is detected."
chn_test_track_b_00014,3.0,1.0,0.0,0.0,0.0,0.0,"The text expresses frustration over strict COVID-19 policies preventing a Xi’an university student from returning to Henan despite following protocols (e.g., ""闭环管理了整整一个月，核酸做了二十多次""). Anger is evident through rhetorical questions (""凭什么不让回河南"") and sarcasm (""真真是为人民服务的好政府！！""), indicating resentment toward perceived bureaucratic incompetence. Disgust is present at a low level due to criticism of the government’s ""一刀切"" (one-size-fits-all) approach, which implies contempt for inflexible policies. There is no explicit fear, sadness, joy, or surprise, as the focus is on indignation rather than emotional vulnerability, sorrow, positivity, or unexpectedness."
chn_test_track_b_00015,1.0,0.0,0.0,0.0,0.0,0.0,"The text expresses a constructive request for policy adjustment, highlighting that other cities (Zhengzhou, Zhoukou) have implemented more ""scientific and humane"" measures (e.g., ""三天两检"" [three-day two-test policy], self-monitoring). The tone is hopeful (""希望洛阳跟进一下"" [hope Luoyang follows suit]) and emphasizes rationality rather than hostility. While there is implicit criticism of Luoyang’s current policies, the language lacks overtly aggressive or confrontational terms (e.g., ""懒政"" [lazy governance] or ""阴阳政策"" [hypocritical policies], as seen in examples). Instead, it appeals to logic and communal benefit (""让老乡们过一个团圆年"" [let fellow townspeople have a reunion year]). No explicit or contextual cues indicate fear, sadness, disgust, surprise, or joy. Anger is assigned **low** intensity due to the mild frustration implied by urging Luoyang to align with neighboring cities’ improved policies."
chn_test_track_b_00016,0.0,0.0,0.0,0.0,0.0,0.0,"The text compares the governance and management capabilities of first-tier and quasi-first-tier cities, stating that there is a noticeable difference in quality (""真的不是一个级别""). This is an observational statement highlighting competence rather than expressing personal emotion. There are no explicit indicators of **joy** (no celebration or positivity), **fear** (no threat or anxiety), **anger** (no criticism or frustration), **sadness** (no loss or grief), **disgust** (no contempt or revulsion), or **surprise** (no unexpected revelations). The tone is neutral and factual, focusing on administrative efficiency without emotional charge."
chn_test_track_b_00017,1.0,0.0,0.0,0.0,0.0,1.0,"The text questions why others support the brand (""评论区怎么都在帮椰树说话？""), implying confusion or mild frustration. The phrase ""看多了就明白了就是故意的"" suggests criticism of the brand's intentional marketing tactics, indicating low anger due to disapproval. The mention of liking the drink since childhood (""椰树是小时候到现在也喜欢喝"") and acknowledging other brands' quality (""其他品牌的椰汁也挺好喝的"") shows a neutral shift in preference without explicit joy or sadness. There is no evidence of fear, disgust, or overt surprise, though the rhetorical question about others' support implies mild unexpectedness (low surprise)."
chn_test_track_b_00018,1.0,0.0,0.0,0.0,0.0,0.0,"The text describes financial hardship in a county where parents earn 6,000 yuan monthly to support multiple children. The mention of classmates finding a 70-yuan T-shirt expensive and the rhetorical question ""这种万元你让大家怎么活"" (""How can people live with this 10,000?"") highlight frustration at unmanageable costs. Anger is present (low intensity) due to the implied criticism of economic inequality and the rhetorical challenge to feasibility, though it lacks explicit aggressive language. No other emotions (joy, fear, sadness, disgust, surprise) are evident, as the focus is on systemic frustration rather than personal sorrow, fear, or shock."
chn_test_track_b_00019,0.0,0.0,0.0,0.0,1.0,0.0,"The text describes the lingering physical symptoms after recovering from an illness (likely COVID-19). While there is no explicit expression of emotions, contextual implications suggest mild sadness due to the persistent discomfort and limitations caused by symptoms like wind-triggered headaches, cold head sensations, and dizziness during chores. The neutral tone (""快一个月了"", ""停下来缓缓又没事了"") and focus on factual symptom reporting indicate no evidence of joy, fear, anger, disgust, or surprise. The low sadness intensity stems from the implied weariness of dealing with prolonged recovery rather than acute distress."
chn_test_track_b_00020,1.0,0.0,0.0,0.0,0.0,0.0,"The text criticizes someone for commenting on China's stance on a lottery system without having watched the movie, accusing them of misinformation. The phrase ""这玩意电影都没看就开始开麦"" (""they haven't even watched the movie and are already speaking up"") conveys frustration and dismissiveness, reflecting **anger** (low intensity) at the perceived ignorance or dishonesty of the criticized party. The use of ""开麦"" (colloquial for ""voicing opinions"") and the exclamation mark emphasize irritation. There is no explicit or contextual evidence of joy, fear, sadness, disgust, or surprise. The focus is on correcting a claim, with contempt limited to the act of uninformed criticism, not rising to the level of disgust."
chn_test_track_b_00021,2.0,2.0,0.0,0.0,0.0,0.0,"The text contains sarcasm and implicit criticism. The phrase ""博眼球的方法有很多"" (There are many ways to grab attention) suggests disdain for attention-seeking behavior, indicating **disgust** (moderate intensity). The line ""祝你早日和她成为朋友拥有他"" (I wish you soon become friends with her and possess him) uses a sarcastic tone, implying insincere well-wishing and possibly frustration, pointing to **anger** (moderate intensity). The final line ""远方传来风笛"" (A distant wind flute sounds) is poetic but ambiguous, lacking clear emotional markers for joy, fear, sadness, or surprise. No explicit or contextual evidence supports the presence of joy, fear, sadness, or surprise."
chn_test_track_b_00022,0.0,0.0,0.0,2.0,0.0,0.0,"The text acknowledges negative emotions (""心情不好"" - feeling down) but focuses on positive, healing activities (""看看蓝天，拥抱大海，享受阳光"" - viewing the sky, embracing the sea, enjoying sunlight) and reassurance (""生活总有能治愈你的地方"" - life always has ways to heal you). These elements suggest **joy** through the encouragement of nature-based solace and hope, though the tone is calming rather than exuberant (moderate intensity). There is no explicit or contextual evidence for **fear** (no threats), **anger** (no conflict), **sadness** (the text counteracts sadness rather than expressing it), **disgust** (no aversion), or **surprise** (no unexpected elements)."
chn_test_track_b_00023,2.0,1.0,0.0,0.0,0.0,0.0,"The text expresses criticism and disapproval towards someone perceived as lacking empathy. The phrase ""一点怜悯之心都没有"" (not a bit of compassion) directly condemns the subject's indifference, implying moral judgment. The accusation ""自己好过了就不管其他人死活"" (once comfortable, they ignore others' lives) reinforces disgust at perceived selfishness and anger at the unfairness of such behavior. However, the language is more accusatory than emotionally charged, limiting anger to moderate intensity. Disgust is present at a low level due to the moral disdain, but no explicit fear, sadness, joy, or surprise is evident."
chn_test_track_b_00024,0.0,0.0,0.0,0.0,2.0,0.0,"The text discusses a father's potential emotional pain (""会一次次勾起伤痛"") and metaphorically equates spending money to the loss of a child's limb (""花的是孩子的一条腿还是一只手""), which strongly evokes **sadness**. The reflective tone and focus on lingering grief support a **moderate** intensity for sadness. There are no explicit or contextual cues for joy, fear, anger, disgust, or surprise. The mention of a book (""心理罪·暗河"") serves as a literary reference rather than an emotional trigger for surprise."
chn_test_track_b_00025,0.0,0.0,0.0,2.0,0.0,0.0,"The text emphasizes positivity and admiration through phrases like ""阳光"" (sunshine), ""超越梦想"" (surpassing dreams), ""正能量"" (positive energy), and ""光芒万丈"" (brilliant). These terms explicitly convey encouragement and praise, directly supporting **joy** at a **moderate** intensity. The repeated focus on optimism (""乐观""), effort, and inherent radiance (""自带光芒"") reinforces this sentiment without reaching extremes like celebration or elation. There are no indicators of **fear** (no threats or anxiety), **anger** (no conflict or frustration), **sadness** (no loss or melancholy), **disgust** (no aversion), or **surprise** (no unexpected events). The tone is consistently uplifting and complimentary, leaving non-joy emotions absent."
chn_test_track_b_00026,2.0,0.0,0.0,0.0,0.0,0.0,"The text expresses frustration with pandemic-related policies that the author perceives as unfair or overly broad. The statement ""即使跟禹州根本不搭边，我们也被划入风险区域"" (even though we have no connection to Yuzhou, we were classified as a risk area) indicates dissatisfaction with bureaucratic decisions that directly impact daily life. The phrase ""过年返乡后复工仍要自费隔离"" (after returning for New Year, we still have to self-fund quarantine to resume work) highlights financial and logistical burdens, implying systemic criticism. 

- **Joy**: None. The text contains no positive language or context.  
- **Fear**: None. While pandemic measures are discussed, the focus is on policy criticism rather than personal safety concerns.  
- **Anger**: Moderate. The tone is confrontational (""根本不搭边"") and emphasizes unjust outcomes, though less explicitly accusatory than in examples with ""high"" anger.  
- **Sadness**: None. The frustration is framed as irritation rather than grief or helplessness.  
- **Disgust**: None. There is no moral condemnation or visceral language.  
- **Surprise**: None. The situation is presented as a predictable systemic issue (""不是个别现象"" – not an isolated phenomenon)."
chn_test_track_b_00027,1.0,0.0,0.0,0.0,0.0,0.0,"The text criticizes the continued use of high/medium/low-risk classifications as outdated (""太out了""), contrasting it with Heilongjiang's policy of using actual case presence to determine quarantine requirements. There is frustration with perceived inflexibility (""全部低风险只要有病例回来就隔离""), implying a logical inconsistency in policies. However, the tone lacks direct expressions of personal distress or strong emotional language. The phrase ""太out了"" conveys mild irritation or disapproval, but this does not escalate to clear anger or sadness. No explicit fear, disgust, surprise, or joy-related language is present. Contextual implications suggest systemic criticism rather than intense personal emotion."
chn_test_track_b_00028,2.0,1.0,0.0,0.0,0.0,0.0,"The text expresses frustration and resentment towards those who make assumptions about the working conditions of grassroots employees without firsthand experience. Specific evidence includes:  
- **Anger (moderate)**: The speaker criticizes the unfair accusations (""被你们不明事理的人骂"") and demands accountability (""摸着自己的良心""), reflecting indignation. The mention of hardships like ""24小时在外跑"" (working outside 24/7) and ""这么冷的天"" (cold weather) underscores their frustration with being undervalued. However, the anger is less explosive than in examples with ""high"" intensity (e.g., direct insults or stronger accusations).  
- **Disgust (low)**: The phrase ""不要想当然"" (don’t assume) and the implication that critics are detached from reality suggest mild contempt for those dismissing grassroots workers’ struggles. This is less intense than explicit moral condemnation (e.g., ""恶意"" in Example 4).  
- **Joy, Fear, Sadness, Surprise**: No explicit or contextual cues for these emotions. The focus is on grievances, not fear, sorrow, or unexpected events."
chn_test_track_b_00029,0.0,1.0,2.0,0.0,0.0,0.0,"The text expresses concern over CAS (Court of Arbitration for Sport) potentially exposing someone's vulnerabilities through a retrial with live broadcast. The phrase ""杀人诛心"" (lit. ""killing and destroying the heart/mind"") metaphorically implies a harsh, reputation-damaging action, suggesting **disgust** (low) toward CAS's perceived ruthlessness. The hypothetical scenario of a live retrial (""这要是重审再来个直播"") and the vivid metaphor ""裂成渣渣"" (shattered into pieces) convey apprehension about public exposure and irreversible consequences, indicating **fear** (moderate). There are no explicit indicators of joy, anger, sadness, or surprise."
chn_test_track_b_00030,1.0,0.0,1.0,0.0,1.0,0.0,"The text expresses concern over the absence of Sun Yang and its impact on China's swimming prospects. The phrase ""把孙杨搞没了"" (""Sun Yang has been taken down"") implies frustration with external forces (""黑子们"" or ""haters"") responsible for his removal, suggesting **anger: low** due to blame directed at critics. ""中国泳坛不知道啥时候才能有金牌了"" (""Chinese swimming doesn’t know when they’ll win gold again"") reflects uncertainty and worry about future performance, indicating **fear: low**. The tone of resignation (""掂量吧"" – ""think carefully"") and acknowledgment of loss (""搞没了"") imply mild **sadness: low**. There are no explicit or implicit markers of joy, disgust, or surprise."
chn_test_track_b_00031,0.0,1.0,0.0,0.0,0.0,0.0,"The text states, ""我们河南的劳动者在广州，就算再难也不会做这种违背社会公共秩序的事"" (""We Henan laborers in Guangzhou, no matter how difficult it gets, would never do such things that violate public order""). This is a declarative statement emphasizing resolve and ethical commitment, with no explicit emotional language.  

- **Joy**: None. The text focuses on perseverance, not positivity or happiness.  
- **Fear**: None. There is no indication of threat, anxiety, or danger.  
- **Anger**: None. The tone is defensive but not confrontational; it asserts integrity rather than expressing frustration.  
- **Sadness**: None. While hardship (""再难"") is mentioned, the focus is on resilience, not sorrow.  
- **Disgust**: Low. The phrase ""违背社会公共秩序"" (""violate public order"") implies disapproval of such actions, suggesting mild aversion.  
- **Surprise**: None. The statement is matter-of-fact, with no unexpected elements."
chn_test_track_b_00032,0.0,1.0,0.0,0.0,0.0,0.0,"The text expresses concern about a child's intense resistance (""反抗的过于激烈"") to an early education center and advises parents to consider potential issues with the institution rather than solely blaming the child. There is no explicit joy, fear, anger, sadness, or surprise. However, subtle disapproval (""不要只从小朋友身上找原因"") implies mild disgust at the parents' oversight, though the tone remains analytical rather than emotionally charged. No other emotions are contextually supported."
chn_test_track_b_00033,2.0,2.0,0.0,0.0,0.0,0.0,"The text expresses frustration and criticism towards the train attendant's perceived negligence. Anger (moderate) is evident in the demand for disciplinary action (""要停职才行"") and the accusatory tone (""完全无视了？""), which implies blame for endangering passengers. Disgust (moderate) is conveyed through the phrase ""厚着脸解释自己工作失误"" (shamelessly explaining their work mistake), suggesting contempt for the attendant’s lack of accountability. There is no explicit joy, fear, sadness, or surprise. The focus is on condemning incompetence, not expressing fear or sorrow. The criticism is direct but lacks hyperbolic language, keeping anger and disgust at moderate intensity."
chn_test_track_b_00034,0.0,0.0,3.0,0.0,1.0,0.0,"The text describes a stressful situation involving two young children with high fevers (40°C) and limited medication. **Fear** is the dominant emotion, marked by phrases like ""急死我了"" (""I was extremely anxious"") and concerns about expired medication (""药还有一个月就过期了"") and future uncertainty (""再发烧就不知道怎么办了""). The urgency of managing the crisis and the lingering lack of access to medicine justify a **high** intensity for fear. **Sadness** is present at a **low** level due to the inherent stress of caring for sick children, but the focus is more on immediate anxiety than sorrow. There is no explicit or contextual evidence for **joy** (the relief of recovery is overshadowed by ongoing worry), **anger** (no blame or frustration expressed), **disgust** (no revulsion described), or **surprise** (the situation is framed as a predictable challenge)."
chn_test_track_b_00035,2.0,1.0,0.0,0.0,1.0,0.0,"The text uses sarcasm (""呵呵"") and a hypothetical scenario of financial hardship (shop closure, ongoing rent, loan payments) to challenge the addressee's perceived arrogance (""嘚瑟""). Anger is moderate due to the confrontational tone and frustration implied by the dismissal of the addressee's attitude. Sadness is low because the described scenario inherently involves distress, though the speaker focuses on criticism rather than personal sorrow. Disgust is low, reflected in the contemptuous tone toward the addressee's behavior. No joy, fear, or surprise is present, as the text centers on criticism and hypothetical adversity without emotional expressions beyond frustration and disdain."
chn_test_track_b_00036,2.0,0.0,0.0,0.0,1.0,0.0,"The text expresses frustration over conflicting schedules, delayed meals, and unreasonable demands (""早上的饭拖到十一点才发，晚上干脆直接不给吃饭了""; ""一边跳形体课组合一边考电子商务吗""). These complaints highlight systemic inefficiency and poor treatment, directly fueling **anger** (moderate intensity). The exhaustion from overlapping obligations and lack of basic necessities (""上一天课，还要上平时的课""; ""回去九点吃"") implies a strained, disheartening situation, contributing to **sadness** (low intensity). There are no explicit or contextual cues for joy, fear, disgust, or surprise."
chn_test_track_b_00037,0.0,2.0,0.0,0.0,0.0,0.0,"The text discusses the debate between effort and talent, critiquing a story’s portrayal of a boy who effortlessly scores 95+ and a character named Xiao Jing who struggles in science due to her quiet personality. The phrase ""看着超尴尬😓"" (""super awkward to look at"") explicitly conveys discomfort or distaste toward the story’s stereotypical and unrealistic setup. This reflects **disgust** at the clichéd narrative, as the author finds the premise contrived and dismissive of genuine effort. There is no explicit or contextual evidence of joy, fear, anger (the critique lacks direct hostility), sadness (the focus is on critique, not sorrow), or surprise (the tone is analytical, not startled)."
chn_test_track_b_00038,0.0,0.0,1.0,2.0,0.0,0.0,"The text expresses a cautious yet sincere confession of affection. The phrases ""怕成遗憾"" (fear of regret) and ""怕是惊扰"" (fear of disturbance) indicate a low-intensity fear stemming from hesitation about expressing feelings. The explicit declaration ""我喜欢你"" (I like you) and the satisfaction in ""刚好"" (just right) convey moderate joy, reflecting contentment in finding the perfect balance. There are no contextual cues for anger, sadness, disgust, or surprise."
chn_test_track_b_00039,0.0,0.0,0.0,0.0,0.0,0.0,"The text dismisses the perceived impact of a statement (""先，再。"") by asserting that its ""destructive power"" is minimal because ""everyone already knew he could do this."" The tone is analytical and lacks explicit emotional language.  
- **Joy**: None. No positive sentiment or expressions of happiness.  
- **Fear**: None. No references to threats or anxiety.  
- **Anger**: None. The criticism is neutral and focuses on logical rebuttal rather than hostility.  
- **Sadness**: None. No indication of grief or melancholy.  
- **Disgust**: None. No moral condemnation or revulsion.  
- **Surprise**: None. The phrase ""早就知道"" (already knew) explicitly negates any element of unexpectedness."
chn_test_track_b_00040,2.0,0.0,0.0,0.0,0.0,0.0,"The text expresses frustration and disagreement with the perceived support for lockdown measures by others in Guangzhou. The phrase ""我真的想不明白"" (""I really can’t understand"") and ""被代表了"" (""being misrepresented"") highlight the speaker’s irritation at feeling their stance is not acknowledged. The mention of being a native Guangzhou resident (""土生土长的广州人"") and the emphasis on their family’s opposition to lockdowns (""都不支持封控"") reinforce a sense of alienation and frustration. However, the language lacks explicit anger markers (e.g., insults, threats) and instead focuses on confusion and a plea for governmental consideration (""希望政府能好好考虑""), limiting anger to a **moderate** intensity. There is no evidence of joy, fear, sadness, disgust, or surprise (the use of ""竟然"" [""actually""] implies mild unexpectedness but not strong surprise, as the focus remains on disagreement rather than shock)."
chn_test_track_b_00041,0.0,0.0,0.0,0.0,0.0,1.0,"The text expresses confusion and mild surprise at the discrepancy between the expectation of ""boldness"" implied by the title and the actual image of ""normal clothes."" The phrase ""点看图片一看就这？"" (""Clicked on the picture and saw this?"") reflects a contrast between anticipation and reality, indicating **surprise: low**. There is no explicit or contextual evidence of joy, fear, anger, sadness, or disgust. The tone is questioning and slightly dismissive but lacks strong emotional language."
chn_test_track_b_00042,2.0,0.0,0.0,0.0,0.0,0.0,"The text begins with ""该。"" (""Serves him right""), which conveys disapproval or judgment, suggesting a critical stance toward the subject. The rhetorical question about a former foreign minister becoming the head of an international sports arbitration body implies skepticism about political interference in sports. This critique is direct but lacks overtly aggressive language. There is no explicit joy, fear, sadness, or surprise. The disapproval and accusatory tone align with **anger** (moderate intensity) due to the implied corruption or unethical behavior. Other emotions like disgust are not strongly supported by the text, as the focus is more on institutional criticism than moral revulsion."
chn_test_track_b_00043,0.0,0.0,0.0,1.0,0.0,0.0,"The text discusses the concept of joy (快乐) as a conscious decision rather than a passive feeling. The explicit mention of ""快乐"" (joy) and the empowerment implied by ""权力全在于你"" (the power lies entirely with you) suggest a reflective, philosophical perspective on joy. However, the tone is analytical rather than expressive, focusing on agency over emotion. There is no direct expression of experiencing joy, fear, anger, sadness, disgust, or surprise. The absence of contextual cues related to negative experiences or reactions further supports the lack of other emotions. Joy is acknowledged conceptually but not actively felt, leading to a low intensity classification."
chn_test_track_b_00044,1.0,0.0,0.0,0.0,0.0,2.0,"The text describes receiving an unexpected salary deposit (""没想到刚收到银行工资到账了""), which introduces **surprise** (moderate intensity). However, dissatisfaction arises due to excessive deductions (""扣钱多了，不满意""), indicating frustration or **anger** (low intensity). The praise for ""周姐厉害"" might be sarcastic or ironic, reinforcing frustration rather than genuine positivity. There is no explicit evidence of joy, fear, sadness, or disgust."
chn_test_track_b_00045,0.0,0.0,0.0,2.0,0.0,0.0,"The text expresses a hopeful wish for the recipient to maintain positive qualities: ""大人的睿智坚强"" (adult wisdom and strength) and ""孩子的勇气纯粹"" (childlike courage and purity). The use of ""愿"" (wish) and the emphasis on balancing maturity (""睿智坚强"") with innocence (""勇气纯粹"") convey a tone of encouragement and optimism, supporting **joy** at a **moderate** intensity. There are no explicit or contextual indicators of fear, anger, sadness, disgust, or surprise. The absence of negative language, conflict, or unexpected elements justifies the ""none"" intensity for these emotions."
chn_test_track_b_00046,2.0,1.0,0.0,0.0,2.0,0.0,"The text expresses frustration and disappointment with a public official's dismissive and arrogant tone (""语气很牛掰"") when the speaker inquired about returning home. The phrase ""好寒心"" (heartbroken) and the description of their hometown as ""薄凉"" (cold/indifferent) directly indicate sadness stemming from perceived betrayal by their own community. The official’s remark, ""还回来干什么，就留深圳得了"" (why come back, just stay in Shenzhen), reflects a lack of empathy, contributing to anger at the bureaucratic indifference. Disgust (low) arises from the cold, impersonal treatment, but there is no explicit fear, joy, or surprise."
chn_test_track_b_00047,0.0,0.0,0.0,3.0,0.0,0.0,"The text expresses strong positive emotions towards a person described as ""my light"" and ""my salvation,"" indicating deep admiration and gratitude. The phrase ""欣喜若狂"" (wild with joy) explicitly conveys intense joy, justifying a **high** intensity. There are no references to threats (fear), conflict (anger), loss (sadness), repulsion (disgust), or unexpected events (surprise). The mention of ""素未谋面"" (never met in person) introduces a subtle undertone of longing, but this does not rise to the level of sadness, as the overall tone remains overwhelmingly positive and hopeful."
chn_test_track_b_00048,0.0,0.0,0.0,0.0,0.0,0.0,"The text states, ""感觉今年的苹果还是原来的充电口，毕竟那个数据线能在其他手机那边充电"" (""I feel this year's Apple still uses the same charging port, after all, that data cable can charge other phones""). This is a neutral observation about Apple retaining its charging port design and noting cross-device compatibility. There are no explicit emotional terms (e.g., positive/negative adjectives, exclamations) or contextual implications of joy, fear, anger, sadness, disgust, or surprise. The tone is factual and lacks subjective judgment. While the compatibility might imply convenience, the absence of explicit enthusiasm or criticism keeps all emotional intensities at ""none."""
chn_test_track_b_00049,2.0,1.0,0.0,0.0,0.0,0.0,"The text expresses frustration with authorities handling reports indiscriminately (""主管部门如果也不分青红皂白有举报就处理""). The term ""差劲"" (lousy) conveys disapproval of their actions, indicating **anger** at their perceived incompetence. The criticism of frivolous reporting (""撒x举报"") and the authorities' lack of judgment implies **disgust** toward unethical or irresponsible behavior. However, the anger is not extreme (no explicit insults or intense language), warranting a **moderate** intensity. Disgust is milder, as the focus is more on systemic failure than visceral revulsion, leading to **low** intensity. No other emotions (joy, fear, sadness, surprise) are evident, as the tone is critical but not fearful, mournful, or surprised."
